city,timestamp,temperature,season
New York,2010-02-22,-1.8438970736515938,winter
New York,2010-02-23,8.839371282584139,winter
New York,2010-02-24,-4.751368705254457,winter
New York,2010-02-25,6.041668374821695,winter
New York,2010-02-26,-7.417131032461097,winter
New York,2010-02-27,-5.8298571411587305,winter
New York,2010-02-28,7.195983100401079,winter
New York,2010-03-01,13.385273180332154,spring
New York,2010-03-02,9.45652830876795,spring
New York,2010-03-03,2.4498966570978284,spring
New York,2010-03-04,9.6481680212161,spring
New York,2010-03-05,14.691965667307805,spring
New York,2010-03-06,17.2955163895041,spring
New York,2010-03-07,9.07756265832156,spring
New York,2010-03-08,2.668416739270426,spring
New York,2010-03-09,16.897873805233964,spring
New York,2010-03-10,0.029174062195201245,spring
New York,2010-03-11,8.035740774819644,spring
New York,2010-03-12,3.141001567528056,spring
New York,2010-03-13,3.6465759026148215,spring
New York,2010-03-14,11.57468748732655,spring
New York,2010-03-15,4.037055332617089,spring
New York,2010-03-16,14.323749105312876,spring
New York,2010-03-17,9.989575830560247,spring
New York,2010-03-18,7.80271873577797,spring
New York,2010-03-19,10.066802390173788,spring
New York,2010-03-20,6.038715442947524,spring
New York,2010-03-21,7.064904069744728,spring
New York,2010-03-22,10.016497584767329,spring
New York,2010-03-23,13.488586299929604,spring
New York,2010-03-24,3.3818653507738636,spring
New York,2010-03-25,13.393924847409949,spring
New York,2010-03-26,14.250759579575758,spring
New York,2010-03-27,13.754704822791627,spring
New York,2010-03-28,7.55180233237903,spring
New York,2010-03-29,6.288716404980596,spring
New York,2010-03-30,6.1359815257549855,spring
New York,2010-03-31,9.56008964721328,spring
New York,2010-04-01,13.547694785185687,spring
New York,2010-04-02,6.8959941367573965,spring
New York,2010-04-03,9.01246006850062,spring
New York,2010-04-04,9.415881786771532,spring
New York,2010-04-05,3.1569200248580493,spring
New York,2010-04-06,20.695512112153338,spring
New York,2010-04-07,9.016017884018071,spring
New York,2010-04-08,11.337937467025547,spring
New York,2010-04-09,11.694976237129248,spring
New York,2010-04-10,17.807156705388223,spring
New York,2010-04-11,8.213131443842933,spring
New York,2010-04-12,6.710322542084347,spring
New York,2010-04-13,-0.26622632110291633,spring
New York,2010-04-14,13.61868755205823,spring
New York,2010-04-15,17.270726196112268,spring
New York,2010-04-16,17.883124628682356,spring
New York,2010-04-17,3.518362406991443,spring
New York,2010-04-18,18.485075452987125,spring
New York,2010-04-19,12.01130656221174,spring
New York,2010-04-20,0.9685514614045108,spring
New York,2010-04-21,7.47534289330839,spring
New York,2010-04-22,6.46156879220006,spring
New York,2010-04-23,12.723539965059757,spring
New York,2010-04-24,12.846513403910569,spring
New York,2010-04-25,6.280373835859505,spring
New York,2010-04-26,0.2216281062716572,spring
New York,2010-04-27,8.331708462123316,spring
New York,2010-04-28,10.042290780588182,spring
New York,2010-04-29,6.550220168110043,spring
New York,2010-04-30,14.104570597106488,spring
New York,2010-05-01,15.542140621214969,spring
New York,2010-05-02,12.522001249766387,spring
New York,2010-05-03,13.212535393020675,spring
New York,2010-05-04,10.006599603062421,spring
New York,2010-05-05,4.676979374747412,spring
New York,2010-05-06,5.462231692409929,spring
New York,2010-05-07,4.816315798779103,spring
New York,2010-05-08,12.03385055770863,spring
New York,2010-05-09,12.667496769608661,spring
New York,2010-05-10,11.437159330758506,spring
New York,2010-05-11,9.895020594983249,spring
New York,2010-05-12,9.212538504028208,spring
New York,2010-05-13,5.244312169154366,spring
New York,2010-05-14,15.159149781285034,spring
New York,2010-05-15,13.46537187087064,spring
New York,2010-05-16,17.293517120710867,spring
New York,2010-05-17,12.330726393248924,spring
New York,2010-05-18,1.5016406781511247,spring
New York,2010-05-19,3.660632266608541,spring
New York,2010-05-20,6.2515146029530895,spring
New York,2010-05-21,5.589849605617905,spring
New York,2010-05-22,12.755512824780107,spring
New York,2010-05-23,13.406419945442046,spring
New York,2010-05-24,15.33018607631777,spring
New York,2010-05-25,14.357268136601702,spring
New York,2010-05-26,3.445565917698109,spring
New York,2010-05-27,7.613360713816458,spring
New York,2010-05-28,5.936724297016749,spring
New York,2010-05-29,4.599680130302092,spring
New York,2010-05-30,0.5287534330496904,spring
New York,2010-05-31,9.195171672168673,spring
New York,2010-06-01,22.529082389899198,summer
New York,2010-06-02,21.48337724397071,summer
New York,2010-06-03,26.65989350085789,summer
New York,2010-06-04,27.490273849372073,summer
New York,2010-06-05,29.399182338961122,summer
New York,2010-06-06,25.182508615619785,summer
New York,2010-06-07,20.761845769446047,summer
New York,2010-06-08,25.53919883124101,summer
New York,2010-06-09,29.4988702932223,summer
New York,2010-06-10,28.648481088128705,summer
New York,2010-06-11,29.5342002664967,summer
New York,2010-06-12,20.33549136973825,summer
New York,2010-06-13,22.597921989647027,summer
New York,2010-06-14,19.67616228568458,summer
New York,2010-06-15,26.29677201680498,summer
New York,2010-06-16,22.906741991996572,summer
New York,2010-06-17,26.04832295770185,summer
New York,2010-06-18,34.65576685801011,summer
New York,2010-06-19,29.50202463824656,summer
New York,2010-06-20,26.90640413176085,summer
New York,2010-06-21,26.681337334522677,summer
New York,2010-06-22,20.85149872213782,summer
New York,2010-06-23,19.389746863884394,summer
New York,2010-06-24,26.661665526851824,summer
New York,2010-06-25,22.78516770811111,summer
New York,2010-06-26,19.615801139575062,summer
New York,2010-06-27,26.150102188685427,summer
New York,2010-06-28,26.50048011458783,summer
New York,2010-06-29,24.277629504737664,summer
New York,2010-06-30,31.62793582080628,summer
New York,2010-07-01,32.02100153580709,summer
New York,2010-07-02,24.04231740923246,summer
New York,2010-07-03,17.55588687914957,summer
New York,2010-07-04,20.040413401988662,summer
New York,2010-07-05,9.951198403836267,summer
New York,2010-07-06,34.33541641857183,summer
New York,2010-07-07,28.36848499715859,summer
New York,2010-07-08,22.48066807243319,summer
New York,2010-07-09,31.8897533517751,summer
New York,2010-07-10,26.52418089805749,summer
New York,2010-07-11,21.98229097566218,summer
New York,2010-07-12,26.858813627492918,summer
New York,2010-07-13,27.943004558417197,summer
New York,2010-07-14,15.052422154059915,summer
New York,2010-07-15,31.72625815388983,summer
New York,2010-07-16,20.5616233491273,summer
New York,2010-07-17,29.83817086845604,summer
New York,2010-07-18,27.09214685540985,summer
New York,2010-07-19,24.760646398316492,summer
New York,2010-07-20,24.89906201366963,summer
New York,2010-07-21,27.050465829380908,summer
New York,2010-07-22,24.87850866861306,summer
New York,2010-07-23,21.582217454935826,summer
New York,2010-07-24,33.603588495649106,summer
New York,2010-07-25,18.339307377943985,summer
New York,2010-07-26,18.39045113813536,summer
New York,2010-07-27,32.2096230117766,summer
New York,2010-07-28,29.655162236691346,summer
New York,2010-07-29,43.006803929704375,summer
New York,2010-07-30,17.435832734499645,summer
New York,2010-07-31,24.203846735658477,summer
New York,2010-08-01,23.397260133928455,summer
New York,2010-08-02,24.698502976882505,summer
New York,2010-08-03,23.830907157578086,summer
New York,2010-08-04,22.15269237338469,summer
New York,2010-08-05,21.798760880186304,summer
New York,2010-08-06,19.280863288749547,summer
New York,2010-08-07,22.45535551091835,summer
New York,2010-08-08,19.848988681838296,summer
New York,2010-08-09,34.16868567749947,summer
New York,2010-08-10,22.01033088467448,summer
New York,2010-08-11,19.339007686245782,summer
New York,2010-08-12,22.86976874696339,summer
New York,2010-08-13,33.48480048436983,summer
New York,2010-08-14,31.26105848950319,summer
New York,2010-08-15,18.164995548787267,summer
New York,2010-08-16,25.91400648032382,summer
New York,2010-08-17,27.9955489092548,summer
New York,2010-08-18,30.199272601302727,summer
New York,2010-08-19,16.975389205568625,summer
New York,2010-08-20,19.62221235597953,summer
New York,2010-08-21,26.13917398744951,summer
New York,2010-08-22,18.50385663836893,summer
New York,2010-08-23,31.459562273049855,summer
New York,2010-08-24,23.0902585445399,summer
New York,2010-08-25,26.090766004156983,summer
New York,2010-08-26,16.34225799158797,summer
New York,2010-08-27,32.21204699656075,summer
New York,2010-08-28,29.29833779428143,summer
New York,2010-08-29,26.930521695829427,summer
New York,2010-08-30,19.791366615623893,summer
New York,2010-08-31,19.9714033707985,summer
New York,2010-09-01,11.16110523741355,autumn
New York,2010-09-02,11.196709021808744,autumn
New York,2010-09-03,16.617986893804037,autumn
New York,2010-09-04,19.639595050913414,autumn
New York,2010-09-05,10.112191420965313,autumn
New York,2010-09-06,18.968972634762945,autumn
New York,2010-09-07,20.722138102812995,autumn
New York,2010-09-08,6.429847751818956,autumn
New York,2010-09-09,6.313816036715526,autumn
New York,2010-09-10,16.829203694683287,autumn
New York,2010-09-11,8.46470698988021,autumn
New York,2010-09-12,15.802128432457716,autumn
New York,2010-09-13,21.84868023728096,autumn
New York,2010-09-14,21.40506051380472,autumn
New York,2010-09-15,18.433158302310993,autumn
New York,2010-09-16,15.808116513628848,autumn
New York,2010-09-17,6.7045113657233575,autumn
New York,2010-09-18,13.040296139184456,autumn
New York,2010-09-19,6.685509318080241,autumn
New York,2010-09-20,8.706800218980826,autumn
New York,2010-09-21,16.713551521129375,autumn
New York,2010-09-22,10.871320757581945,autumn
New York,2010-09-23,14.947632141022305,autumn
New York,2010-09-24,11.134555786030377,autumn
New York,2010-09-25,12.309375595851824,autumn
New York,2010-09-26,9.97516248578053,autumn
New York,2010-09-27,13.093246034759192,autumn
New York,2010-09-28,22.804719735107938,autumn
New York,2010-09-29,9.647723224002588,autumn
New York,2010-09-30,20.567973346351614,autumn
New York,2010-10-01,18.170743777552435,autumn
New York,2010-10-02,19.825141527213077,autumn
New York,2010-10-03,13.369419532537878,autumn
New York,2010-10-04,24.228181679599395,autumn
New York,2010-10-05,19.123689878619196,autumn
New York,2010-10-06,17.39014038438094,autumn
New York,2010-10-07,19.99138490691554,autumn
New York,2010-10-08,19.536524213620876,autumn
New York,2010-10-09,16.055084408222022,autumn
New York,2010-10-10,10.527679393217669,autumn
New York,2010-10-11,17.303096076955523,autumn
New York,2010-10-12,7.080713796642924,autumn
New York,2010-10-13,5.847826983447362,autumn
New York,2010-10-14,16.910534168236193,autumn
New York,2010-10-15,20.047802940340425,autumn
New York,2010-10-16,5.384061242439362,autumn
New York,2010-10-17,20.325940455836015,autumn
New York,2010-10-18,22.28762858018091,autumn
New York,2010-10-19,11.53162465617116,autumn
New York,2010-10-20,9.026091065950748,autumn
New York,2010-10-21,26.223852398961085,autumn
New York,2010-10-22,20.62767058836994,autumn
New York,2010-10-23,19.067207603008576,autumn
New York,2010-10-24,5.980919471380755,autumn
New York,2010-10-25,15.151405169589268,autumn
New York,2010-10-26,25.28036863537107,autumn
New York,2010-10-27,17.054621084544422,autumn
New York,2010-10-28,17.126774753280475,autumn
New York,2010-10-29,13.841458278507442,autumn
New York,2010-10-30,4.062775687341286,autumn
New York,2010-10-31,14.860552768609084,autumn
New York,2010-11-01,22.588166007987603,autumn
New York,2010-11-02,15.245629069542854,autumn
New York,2010-11-03,24.217585696715517,autumn
New York,2010-11-04,10.503931472889825,autumn
New York,2010-11-05,21.95435375240771,autumn
New York,2010-11-06,9.918467676502406,autumn
New York,2010-11-07,14.77610807262865,autumn
New York,2010-11-08,11.258361043875308,autumn
New York,2010-11-09,11.615207561870903,autumn
New York,2010-11-10,12.933894562857702,autumn
New York,2010-11-11,20.6034961395398,autumn
New York,2010-11-12,20.750175932237767,autumn
New York,2010-11-13,13.67396149844506,autumn
New York,2010-11-14,8.026578490469072,autumn
New York,2010-11-15,19.564656776832834,autumn
New York,2010-11-16,10.466440917253852,autumn
New York,2010-11-17,15.77705278825085,autumn
New York,2010-11-18,9.551297045374525,autumn
New York,2010-11-19,5.640350679472046,autumn
New York,2010-11-20,13.059152218242454,autumn
New York,2010-11-21,18.449018794493885,autumn
New York,2010-11-22,17.81309093536054,autumn
New York,2010-11-23,18.861923250659693,autumn
New York,2010-11-24,17.38437281827479,autumn
New York,2010-11-25,16.980105471498188,autumn
New York,2010-11-26,13.361048626217565,autumn
New York,2010-11-27,10.565944986945686,autumn
New York,2010-11-28,13.748048130594599,autumn
New York,2010-11-29,18.671822065025744,autumn
New York,2010-11-30,14.474993384245447,autumn
New York,2010-12-01,-7.886814460504886,winter
New York,2010-12-02,-5.9067715571569215,winter
New York,2010-12-03,-6.7320648162356145,winter
New York,2010-12-04,3.286323962075703,winter
New York,2010-12-05,2.617303596824532,winter
New York,2010-12-06,-3.3836038267829633,winter
New York,2010-12-07,-1.7000057577332737,winter
New York,2010-12-08,-3.228461518807264,winter
New York,2010-12-09,-7.979961913501128,winter
New York,2010-12-10,5.753188268853961,winter
New York,2010-12-11,0.5346584329063337,winter
New York,2010-12-12,-6.044005866953133,winter
New York,2010-12-13,-2.4379038841613165,winter
New York,2010-12-14,6.687110932445703,winter
New York,2010-12-15,-5.0661169937756325,winter
New York,2010-12-16,-8.0454625573706,winter
New York,2010-12-17,2.504211082158563,winter
New York,2010-12-18,1.0607500989540095,winter
New York,2010-12-19,2.807621090973486,winter
New York,2010-12-20,-2.4825908587565317,winter
New York,2010-12-21,-8.369225310142744,winter
New York,2010-12-22,-3.4584455672313656,winter
New York,2010-12-23,7.933237806962454,winter
New York,2010-12-24,2.7571245914083358,winter
New York,2010-12-25,-2.160353619061258,winter
New York,2010-12-26,-0.8599431223706613,winter
New York,2010-12-27,-1.0636884316996005,winter
New York,2010-12-28,1.1438303407907338,winter
New York,2010-12-29,2.523465521341971,winter
New York,2010-12-30,7.759184939274439,winter
New York,2010-12-31,-11.063829253975221,winter
New York,2011-01-01,1.4583470286007305,winter
New York,2011-01-02,4.29278394284521,winter
New York,2011-01-03,4.074370978831362,winter
New York,2011-01-04,1.579211458991652,winter
New York,2011-01-05,2.4732980504288276,winter
New York,2011-01-06,3.824604131284449,winter
New York,2011-01-07,-0.33798785905422013,winter
New York,2011-01-08,7.971798455302287,winter
New York,2011-01-09,-14.521044385242023,winter
New York,2011-01-10,-0.09793595505408284,winter
New York,2011-01-11,-4.277159693850559,winter
New York,2011-01-12,-3.3041009871428932,winter
New York,2011-01-13,-0.3138177420599533,winter
New York,2011-01-14,-1.669192073635043,winter
New York,2011-01-15,-2.261395930204671,winter
New York,2011-01-16,4.277793608952364,winter
New York,2011-01-17,4.525019142790455,winter
New York,2011-01-18,1.79781220612873,winter
New York,2011-01-19,-3.823754912784093,winter
New York,2011-01-20,8.432400416999135,winter
New York,2011-01-21,4.3335962291435965,winter
New York,2011-01-22,-8.087600102001183,winter
New York,2011-01-23,2.0999551373314915,winter
New York,2011-01-24,-2.9679226526715996,winter
New York,2011-01-25,-9.11243172095762,winter
New York,2011-01-26,9.491804334567913,winter
New York,2011-01-27,-6.066402539586417,winter
New York,2011-01-28,-0.03162466961083786,winter
New York,2011-01-29,3.9003439329128438,winter
New York,2011-01-30,0.33761280916995257,winter
New York,2011-01-31,-2.905504105628269,winter
New York,2011-02-01,-12.537274097893993,winter
New York,2011-02-02,-4.345626916775393,winter
New York,2011-02-03,0.002335610177192601,winter
New York,2011-02-04,-1.5136633056662556,winter
New York,2011-02-05,-3.9824629928000355,winter
New York,2011-02-06,-0.7008045200014086,winter
New York,2011-02-07,-5.237554210911089,winter
New York,2011-02-08,-7.634125932965242,winter
New York,2011-02-09,-0.6083504217847284,winter
New York,2011-02-10,-9.971350446290293,winter
New York,2011-02-11,-5.037166237222969,winter
New York,2011-02-12,1.1677643501743415,winter
New York,2011-02-13,-0.08300078338674703,winter
New York,2011-02-14,-4.786554799806036,winter
New York,2011-02-15,-7.46253379167574,winter
New York,2011-02-16,3.4967112419376463,winter
New York,2011-02-17,7.710064913732506,winter
New York,2011-02-18,-5.237512558391092,winter
New York,2011-02-19,0.6218381946116056,winter
New York,2011-02-20,-7.698066480531686,winter
New York,2011-02-21,-0.23457142544659215,winter
New York,2011-02-22,0.25862734771153467,winter
New York,2011-02-23,-2.915664963878241,winter
New York,2011-02-24,1.5236482862452494,winter
New York,2011-02-25,4.031272263163653,winter
New York,2011-02-26,-0.9730536041511944,winter
New York,2011-02-27,9.41550630344745,winter
New York,2011-02-28,4.10891548893976,winter
New York,2011-03-01,10.101704086348182,spring
New York,2011-03-02,5.261271241341466,spring
New York,2011-03-03,12.311550022179098,spring
New York,2011-03-04,11.902559175440407,spring
New York,2011-03-05,12.530321356845949,spring
New York,2011-03-06,7.332906385640461,spring
New York,2011-03-07,18.03519818509168,spring
New York,2011-03-08,6.918948650640563,spring
New York,2011-03-09,0.2639619477267612,spring
New York,2011-03-10,11.445956786842242,spring
New York,2011-03-11,3.98371552283945,spring
New York,2011-03-12,3.935015265518153,spring
New York,2011-03-13,6.115660524740916,spring
New York,2011-03-14,7.837350294063436,spring
New York,2011-03-15,11.428624263089537,spring
New York,2011-03-16,5.80436861180065,spring
New York,2011-03-17,9.475008810488362,spring
New York,2011-03-18,10.785412054783007,spring
New York,2011-03-19,11.117668098010228,spring
New York,2011-03-20,7.274866340148706,spring
New York,2011-03-21,11.602755861953474,spring
New York,2011-03-22,7.664994625056021,spring
New York,2011-03-23,12.145044859384418,spring
New York,2011-03-24,16.91523441170245,spring
New York,2011-03-25,10.099008872598409,spring
New York,2011-03-26,17.81815728562008,spring
New York,2011-03-27,7.318924185671589,spring
New York,2011-03-28,-1.6514202190652405,spring
New York,2011-03-29,14.884978598777364,spring
New York,2011-03-30,8.59976061934686,spring
New York,2011-03-31,4.425831404611074,spring
New York,2011-04-01,8.969359237157676,spring
New York,2011-04-02,11.648757948502766,spring
New York,2011-04-03,8.33153252086988,spring
New York,2011-04-04,19.572340442622576,spring
New York,2011-04-05,4.7490909651636795,spring
New York,2011-04-06,8.060754274100342,spring
New York,2011-04-07,9.82586509893468,spring
New York,2011-04-08,7.3434889814470115,spring
New York,2011-04-09,10.997323786383753,spring
New York,2011-04-10,6.8804590478618035,spring
New York,2011-04-11,14.303758102205293,spring
New York,2011-04-12,4.846903351911175,spring
New York,2011-04-13,10.203112084267431,spring
New York,2011-04-14,9.057838195827417,spring
New York,2011-04-15,1.776548274819259,spring
New York,2011-04-16,8.200282098162033,spring
New York,2011-04-17,5.133834600551439,spring
New York,2011-04-18,13.581506438124654,spring
New York,2011-04-19,16.54013395267998,spring
New York,2011-04-20,16.178231329134093,spring
New York,2011-04-21,11.058836304902615,spring
New York,2011-04-22,11.013730640822349,spring
New York,2011-04-23,18.844384253045416,spring
New York,2011-04-24,6.149229427534822,spring
New York,2011-04-25,14.879012139641283,spring
New York,2011-04-26,20.245664974199183,spring
New York,2011-04-27,6.871848636977342,spring
New York,2011-04-28,11.250555664598325,spring
New York,2011-04-29,15.053557350122835,spring
New York,2011-04-30,10.91264800948787,spring
New York,2011-05-01,8.145560137084091,spring
New York,2011-05-02,10.554397774048338,spring
New York,2011-05-03,10.13431144953481,spring
New York,2011-05-04,9.28120960104609,spring
New York,2011-05-05,12.019558971242347,spring
New York,2011-05-06,21.021339187862274,spring
New York,2011-05-07,12.323643852801341,spring
New York,2011-05-08,3.364823074268564,spring
New York,2011-05-09,13.341372217031129,spring
New York,2011-05-10,12.73839458950049,spring
New York,2011-05-11,8.093910863299296,spring
New York,2011-05-12,15.7914794990001,spring
New York,2011-05-13,12.853344966348976,spring
New York,2011-05-14,2.024339065615214,spring
New York,2011-05-15,0.8500532313928133,spring
New York,2011-05-16,12.45980331476251,spring
New York,2011-05-17,13.465389204217217,spring
New York,2011-05-18,9.152497994209352,spring
New York,2011-05-19,14.70988863603441,spring
New York,2011-05-20,8.099744370725578,spring
New York,2011-05-21,14.12615057227666,spring
New York,2011-05-22,11.737302291829243,spring
New York,2011-05-23,6.223822573659781,spring
New York,2011-05-24,-4.267970729762975,spring
New York,2011-05-25,15.018330234914348,spring
New York,2011-05-26,16.157636700827872,spring
New York,2011-05-27,18.960331605323457,spring
New York,2011-05-28,5.5851774736055,spring
New York,2011-05-29,20.544634386571445,spring
New York,2011-05-30,8.052782866541577,spring
New York,2011-05-31,5.210612322542132,spring
New York,2011-06-01,19.181423404645557,summer
New York,2011-06-02,12.819445252498518,summer
New York,2011-06-03,19.907263660159487,summer
New York,2011-06-04,24.519091350695913,summer
New York,2011-06-05,25.976393750253266,summer
New York,2011-06-06,26.65862411426538,summer
New York,2011-06-07,29.292735482964414,summer
New York,2011-06-08,28.584005897724573,summer
New York,2011-06-09,30.093518967475834,summer
New York,2011-06-10,29.04144446972733,summer
New York,2011-06-11,19.644808733120158,summer
New York,2011-06-12,35.530581550660656,summer
New York,2011-06-13,31.31068858731602,summer
New York,2011-06-14,26.74502621286319,summer
New York,2011-06-15,28.036405903346107,summer
New York,2011-06-16,28.2859460182533,summer
New York,2011-06-17,29.884687957779512,summer
New York,2011-06-18,20.488604846720982,summer
New York,2011-06-19,30.626924185629584,summer
New York,2011-06-20,34.83658843545126,summer
New York,2011-06-21,19.406922845254844,summer
New York,2011-06-22,20.067635096131784,summer
New York,2011-06-23,26.961204350632016,summer
New York,2011-06-24,26.157963843611384,summer
New York,2011-06-25,17.384505957820537,summer
New York,2011-06-26,22.374949854770527,summer
New York,2011-06-27,19.39684781692696,summer
New York,2011-06-28,20.875242343542894,summer
New York,2011-06-29,25.883526842057524,summer
New York,2011-06-30,21.45534340433951,summer
New York,2011-07-01,24.972529980811817,summer
New York,2011-07-02,34.93574423227873,summer
New York,2011-07-03,26.753836058733228,summer
New York,2011-07-04,20.347787846747565,summer
New York,2011-07-05,25.98020007987992,summer
New York,2011-07-06,23.564288047733054,summer
New York,2011-07-07,31.438949255539697,summer
New York,2011-07-08,34.08547601825927,summer
New York,2011-07-09,34.05466792414383,summer
New York,2011-07-10,30.258689160486757,summer
New York,2011-07-11,19.392592593593996,summer
New York,2011-07-12,22.365183348479135,summer
New York,2011-07-13,23.240353267717946,summer
New York,2011-07-14,23.129713961357385,summer
New York,2011-07-15,31.371496685722377,summer
New York,2011-07-16,12.406351682408728,summer
New York,2011-07-17,27.37805251554746,summer
New York,2011-07-18,26.468311724196372,summer
New York,2011-07-19,21.971410395986155,summer
New York,2011-07-20,27.79096167613464,summer
New York,2011-07-21,24.37890436024408,summer
New York,2011-07-22,23.435571027000254,summer
New York,2011-07-23,24.057454228242406,summer
New York,2011-07-24,14.329928575198988,summer
New York,2011-07-25,24.837017986145693,summer
New York,2011-07-26,19.004363038712626,summer
New York,2011-07-27,21.81938528309628,summer
New York,2011-07-28,22.886295317793532,summer
New York,2011-07-29,28.039260823320955,summer
New York,2011-07-30,22.016296391693064,summer
New York,2011-07-31,25.722788751477623,summer
New York,2011-08-01,21.543624491241196,summer
New York,2011-08-02,34.053378944571946,summer
New York,2011-08-03,23.881113585905556,summer
New York,2011-08-04,27.04101726937099,summer
New York,2011-08-05,27.0837024654193,summer
New York,2011-08-06,32.20612189003526,summer
New York,2011-08-07,20.00225137393246,summer
New York,2011-08-08,26.236289805096213,summer
New York,2011-08-09,25.860369365323358,summer
New York,2011-08-10,21.772310843878234,summer
New York,2011-08-11,24.143534484591218,summer
New York,2011-08-12,21.878940287325157,summer
New York,2011-08-13,19.833171160111213,summer
New York,2011-08-14,20.894077878019687,summer
New York,2011-08-15,24.070531851726372,summer
New York,2011-08-16,21.57814113382816,summer
New York,2011-08-17,24.099339144522087,summer
New York,2011-08-18,23.703617454182716,summer
New York,2011-08-19,30.004195173341976,summer
New York,2011-08-20,28.56391203169389,summer
New York,2011-08-21,22.368013137098444,summer
New York,2011-08-22,26.69389371784915,summer
New York,2011-08-23,15.232340932285512,summer
New York,2011-08-24,18.7231563457277,summer
New York,2011-08-25,24.327782264634372,summer
New York,2011-08-26,35.42848445702664,summer
New York,2011-08-27,28.0338453395713,summer
New York,2011-08-28,27.828647330035444,summer
New York,2011-08-29,34.12745911903608,summer
New York,2011-08-30,32.792849507947366,summer
New York,2011-08-31,29.66707688851078,summer
New York,2011-09-01,26.46210774756603,autumn
New York,2011-09-02,11.91334856374997,autumn
New York,2011-09-03,15.569178596653408,autumn
New York,2011-09-04,25.12280897414376,autumn
New York,2011-09-05,1.8213667410335699,autumn
New York,2011-09-06,7.755271272641925,autumn
New York,2011-09-07,12.572447064312183,autumn
New York,2011-09-08,17.712176804723093,autumn
New York,2011-09-09,12.04125138840148,autumn
New York,2011-09-10,13.057333879057698,autumn
New York,2011-09-11,18.220676466435478,autumn
New York,2011-09-12,15.901584124778939,autumn
New York,2011-09-13,13.551763018573654,autumn
New York,2011-09-14,15.948235082489674,autumn
New York,2011-09-15,19.048954414888357,autumn
New York,2011-09-16,11.711251548765862,autumn
New York,2011-09-17,8.901704928487092,autumn
New York,2011-09-18,20.823557849817007,autumn
New York,2011-09-19,17.384588593741718,autumn
New York,2011-09-20,23.95560622888008,autumn
New York,2011-09-21,16.50120952043576,autumn
New York,2011-09-22,11.968617686908253,autumn
New York,2011-09-23,19.237360209740164,autumn
New York,2011-09-24,14.937791670195818,autumn
New York,2011-09-25,14.76004774133717,autumn
New York,2011-09-26,10.616221496137015,autumn
New York,2011-09-27,16.872671526394264,autumn
New York,2011-09-28,9.836883417034045,autumn
New York,2011-09-29,20.405489341664037,autumn
New York,2011-09-30,17.450813802461646,autumn
New York,2011-10-01,14.519685009069534,autumn
New York,2011-10-02,14.123591696471426,autumn
New York,2011-10-03,16.214540988500044,autumn
New York,2011-10-04,10.053392071079518,autumn
New York,2011-10-05,17.60481787967824,autumn
New York,2011-10-06,22.062107657266164,autumn
New York,2011-10-07,11.993108994102691,autumn
New York,2011-10-08,12.921324987937659,autumn
New York,2011-10-09,15.700226323901116,autumn
New York,2011-10-10,12.17500391602977,autumn
New York,2011-10-11,12.026047761709231,autumn
New York,2011-10-12,13.189812646600654,autumn
New York,2011-10-13,16.75936967469999,autumn
